,price,vehicleType,gearbox,powerPS,model,kilometer,fuelType,brand,notRepairedDamage,Age
41392,1900,small car,manual,54,polo,150000,petrol,volkswagen,no,16.08
41393,2900,limousine,automatic,133,others,150000,diesel,peugeot,no,13.0
41395,6900,cabrio,manual,170,z_reihe,150000,petrol,bmw,no,13.33
41397,400,limousine,manual,133,others,150000,lpg,daewoo,no,20.0
41400,5000,coupe,manual,192,others,150000,petrol,toyota,no,17.08
41401,2900,limousine,manual,118,others,125000,petrol,mercedes_benz,no,30.17
41402,3899,small car,manual,87,sirion,80000,petrol,daihatsu,no,12.25
41403,6600,limousine,manual,122,golf,150000,petrol,volkswagen,no,10.0
41404,4850,cabrio,manual,95,ka,90000,petrol,ford,no,13.67
41406,18250,station wagon,automatic,197,5er,150000,diesel,bmw,no,9.42
41408,750,station wagon,automatic,146,mondeo,150000,petrol,ford,yes,17.33
41409,3800,bus,manual,204,sharan,150000,lpg,volkswagen,no,17.25
41410,5500,small car,manual,120,polo,150000,petrol,volkswagen,no,19.67
41411,275,station wagon,manual,120,omega,150000,diesel,opel,yes,17.58
41416,16999,limousine,automatic,197,5er,150000,diesel,bmw,no,10.33
41417,13000,limousine,automatic,290,others,50000,petrol,hyundai,no,8.75
41418,700,small car,manual,65,twingo,150000,petrol,renault,no,20.25
41420,19900,limousine,manual,150,golf,50000,diesel,volkswagen,no,5.42
41422,1900,limousine,automatic,193,3er,150000,petrol,bmw,yes,20.0
41424,8300,cabrio,manual,150,3er,150000,petrol,bmw,no,12.33
41425,12999,bus,manual,102,transporter,150000,diesel,volkswagen,no,19.42
41427,17990,limousine,manual,170,a3,60000,diesel,audi,no,9.0
41428,1199,small car,manual,60,punto,150000,petrol,fiat,no,16.83
41429,450,limousine,manual,150,a4,150000,petrol,audi,yes,22.83
41432,22000,limousine,automatic,211,golf,60000,petrol,volkswagen,no,8.0
41433,1350,station wagon,manual,160,156,150000,petrol,alfa_romeo,no,15.42
41434,14200,station wagon,automatic,170,superb,150000,diesel,skoda,no,8.42
41435,3999,station wagon,automatic,131,passat,150000,diesel,volkswagen,no,14.42
41436,1850,bus,automatic,145,galaxy,150000,petrol,ford,no,16.33
41437,15850,station wagon,automatic,185,xc_reihe,150000,diesel,volvo,no,10.25
41438,899,small car,manual,60,ka,125000,petrol,ford,no,16.5
41439,1200,station wagon,manual,90,focus,150000,petrol,ford,no,15.0
41440,3150,station wagon,manual,110,octavia,150000,diesel,skoda,no,17.58
41441,6199,station wagon,automatic,224,a6,150000,diesel,audi,no,13.58
41442,2300,small car,manual,65,micra,100000,petrol,nissan,no,13.25
41443,4699,small car,manual,95,2_reihe,90000,petrol,peugeot,no,10.25
41444,22900,station wagon,automatic,239,a6,125000,diesel,audi,no,9.5
41446,13500,limousine,manual,400,m_reihe,150000,petrol,bmw,no,19.67
41448,1550,small car,manual,60,corsa,150000,petrol,opel,no,15.83
41450,16500,station wagon,automatic,184,c_klasse,100000,petrol,mercedes_benz,no,9.25
41451,888,station wagon,manual,136,omega,150000,petrol,opel,no,20.75
41453,6999,suv,manual,136,captiva,125000,petrol,chevrolet,no,10.0
41454,6199,limousine,manual,170,a6,150000,petrol,audi,yes,12.75
41457,209,limousine,manual,144,156,150000,petrol,alfa_romeo,yes,19.08
41458,8599,limousine,automatic,218,x_reihe,150000,diesel,bmw,no,14.92
41460,10200,suv,manual,140,kuga,150000,diesel,ford,no,7.92
41461,5900,station wagon,manual,140,passat,150000,diesel,volkswagen,no,10.67
41463,9500,station wagon,automatic,232,a6,150000,diesel,audi,no,12.67
41466,4800,cabrio,manual,140,3_reihe,150000,petrol,peugeot,no,12.25
41467,23490,station wagon,manual,125,golf,10000,petrol,volkswagen,no,3.42
41468,1275,small car,manual,60,twingo,150000,petrol,renault,no,15.42
41470,4800,limousine,manual,150,golf,150000,petrol,volkswagen,no,14.08
41471,6950,station wagon,automatic,150,3er,150000,diesel,bmw,no,16.58
41472,4500,small car,manual,69,ka,70000,petrol,ford,no,8.33
41473,1690,limousine,manual,90,80,150000,petrol,audi,no,26.08
41476,1450,limousine,automatic,90,golf,125000,petrol,volkswagen,no,28.83
41478,12500,station wagon,automatic,150,ibiza,60000,petrol,seat,no,5.17
41482,6500,small car,manual,60,citigo,10000,petrol,skoda,no,5.42
41484,12500,limousine,manual,105,golf,30000,petrol,volkswagen,no,6.17
41485,3200,station wagon,automatic,179,a6,150000,diesel,audi,no,16.58
41486,2000,limousine,manual,125,vectra,150000,diesel,opel,no,15.83
41487,2400,station wagon,manual,105,golf,150000,petrol,volkswagen,no,18.67
41488,3450,limousine,manual,102,3er,50000,petrol,bmw,no,23.33
41489,3990,station wagon,manual,109,3_reihe,150000,diesel,peugeot,no,9.33
41490,7150,station wagon,manual,143,3er,150000,petrol,bmw,no,12.0
41493,2950,station wagon,manual,101,astra,150000,diesel,opel,no,11.92
41494,1499,cabrio,manual,90,golf,150000,petrol,volkswagen,no,21.17
41495,2300,coupe,manual,133,others,150000,petrol,audi,no,25.17
41497,11500,station wagon,automatic,224,e_klasse,150000,diesel,mercedes_benz,no,10.33
41499,1350,coupe,manual,170,3er,150000,petrol,bmw,no,21.92
41501,19999,bus,automatic,150,others,20000,petrol,ford,no,3.33
41504,8490,limousine,manual,143,1er,150000,diesel,bmw,no,11.83
41508,6800,bus,manual,105,touran,150000,diesel,volkswagen,no,15.0
41512,4750,bus,manual,105,touran,150000,diesel,volkswagen,no,14.58
41513,13500,limousine,automatic,140,passat,100000,diesel,volkswagen,no,9.0
41514,1150,small car,manual,60,fiesta,150000,petrol,ford,no,17.67
41516,15900,station wagon,automatic,170,passat,100000,diesel,volkswagen,no,7.75
41517,20150,coupe,manual,179,a5,40000,petrol,audi,no,7.5
41520,7900,cabrio,manual,116,eos,80000,petrol,volkswagen,no,13.0
41521,200,coupe,manual,75,astra,150000,petrol,opel,yes,19.5
41522,9900,suv,automatic,239,xc_reihe,150000,petrol,volvo,yes,11.0
41523,2500,bus,manual,75,transporter,150000,diesel,volkswagen,yes,20.5
41526,1000,small car,manual,75,golf,150000,petrol,volkswagen,yes,19.33
41527,2990,small car,manual,54,fox,100000,petrol,volkswagen,no,10.5
41528,4990,bus,automatic,170,touran,150000,diesel,volkswagen,no,12.92
41529,2399,small car,manual,58,corsa,60000,petrol,opel,no,17.25
41532,1300,limousine,manual,101,focus,150000,petrol,ford,no,16.33
41534,500,limousine,manual,50,corsa,150000,petrol,opel,no,18.83
41536,2999,station wagon,manual,116,c_klasse,150000,diesel,mercedes_benz,no,18.0
41540,6950,cabrio,manual,170,3er,150000,petrol,bmw,no,15.5
41546,4090,limousine,manual,150,golf,150000,petrol,volkswagen,no,17.42
41548,3480,station wagon,automatic,133,c5,150000,diesel,citroen,no,13.5
41549,2149,limousine,manual,75,logan,90000,petrol,dacia,no,13.0
41551,3500,limousine,manual,109,i_reihe,90000,petrol,hyundai,no,9.25
41552,16900,cabrio,automatic,306,3er,100000,petrol,bmw,no,11.67
41553,15550,suv,manual,140,tiguan,60000,diesel,volkswagen,no,10.83
41554,1000,limousine,manual,140,3er,150000,petrol,bmw,no,22.25
41555,12200,limousine,manual,143,1er,90000,petrol,bmw,no,9.92
41556,1300,station wagon,automatic,125,c_klasse,150000,diesel,mercedes_benz,no,20.92
41557,3900,coupe,manual,166,others,125000,petrol,alfa_romeo,no,14.75
41558,3799,small car,manual,54,polo,150000,petrol,volkswagen,yes,11.25
41559,4999,small car,manual,92,swift,90000,petrol,suzuki,no,10.25
41560,3390,limousine,manual,90,golf,150000,petrol,volkswagen,no,27.58
41562,19900,cabrio,automatic,224,clk,80000,diesel,mercedes_benz,no,12.0
41563,35500,cabrio,automatic,231,e_klasse,40000,diesel,mercedes_benz,no,7.25
41564,9990,suv,manual,136,kuga,150000,diesel,ford,no,8.25
41566,7299,station wagon,automatic,150,e_klasse,150000,diesel,mercedes_benz,no,12.33
41569,3000,small car,manual,72,polo,125000,petrol,volkswagen,no,14.33
41570,300,small car,manual,50,corsa,150000,petrol,opel,yes,21.0
41571,1250,small car,manual,60,ka,125000,petrol,ford,no,11.33
41572,1295,small car,manual,58,clio,150000,petrol,renault,no,19.42
41573,100,small car,manual,87,others,150000,petrol,daihatsu,no,16.5
41575,5399,small car,manual,115,1er,125000,petrol,bmw,no,12.25
41576,1450,station wagon,manual,116,passat,150000,diesel,volkswagen,no,18.33
41578,5800,limousine,automatic,250,passat,150000,petrol,volkswagen,no,12.0
41579,2099,small car,manual,54,panda,125000,petrol,fiat,no,10.17
41580,2499,limousine,manual,122,vectra,150000,petrol,opel,no,16.08
41581,1499,bus,manual,54,others,150000,petrol,subaru,yes,23.67
41582,5950,station wagon,manual,125,v50,125000,lpg,volvo,no,9.75
41583,15900,coupe,automatic,211,scirocco,90000,petrol,volkswagen,no,8.42
41584,1950,limousine,manual,116,80,150000,petrol,audi,no,26.42
41585,1200,small car,manual,50,lupo,150000,petrol,volkswagen,yes,17.83
41588,3200,small car,manual,69,fiesta,125000,petrol,ford,no,10.58
41589,14500,bus,manual,174,transporter,150000,diesel,volkswagen,no,13.75
41590,3750,small car,manual,65,punto,80000,petrol,fiat,no,9.42
41591,1900,bus,manual,90,berlingo,150000,diesel,citroen,no,11.5
41592,6990,station wagon,automatic,140,passat,150000,diesel,volkswagen,no,9.33
41594,4800,limousine,manual,170,5er,150000,petrol,bmw,no,19.92
41596,6799,bus,manual,120,others,150000,diesel,citroen,no,7.08
41597,5100,coupe,automatic,218,clk,150000,petrol,mercedes_benz,yes,15.58
41598,175,small car,manual,60,1_reihe,150000,petrol,peugeot,yes,21.75
41600,1980,station wagon,manual,143,3er,150000,petrol,bmw,no,18.0
41601,1500,station wagon,manual,63,others,125000,petrol,mazda,no,17.67
41602,13500,station wagon,automatic,170,octavia,125000,diesel,skoda,no,7.25
41603,6400,station wagon,manual,105,octavia,125000,petrol,skoda,yes,8.92
41606,24450,suv,automatic,170,q3,50000,petrol,audi,no,6.0
41607,200,bus,manual,90,scenic,150000,petrol,renault,yes,21.5
41609,17500,bus,manual,163,viano,90000,diesel,mercedes_benz,no,7.5
41611,8990,limousine,manual,129,1er,60000,petrol,bmw,no,13.33
41612,4755,station wagon,manual,140,octavia,150000,diesel,skoda,no,12.58
41614,10500,suv,manual,200,tiguan,150000,petrol,volkswagen,no,10.92
41615,2350,limousine,manual,105,golf,150000,petrol,volkswagen,no,18.17
41616,980,coupe,manual,90,others,150000,petrol,toyota,no,21.83
41617,4950,station wagon,manual,105,passat,150000,diesel,volkswagen,no,14.0
41619,2700,small car,manual,50,arosa,80000,petrol,seat,no,17.17
41620,950,station wagon,automatic,90,passat,150000,petrol,volkswagen,yes,27.5
41621,600,station wagon,manual,136,vectra,150000,petrol,opel,yes,18.33
41623,13490,limousine,automatic,333,5er,150000,petrol,bmw,no,14.92
41624,3300,limousine,automatic,143,others,80000,petrol,kia,no,13.75
41626,12000,station wagon,automatic,179,a6,150000,diesel,audi,no,11.75
41627,3250,limousine,manual,147,vectra,150000,petrol,opel,no,16.0
41629,4500,limousine,automatic,224,others,150000,petrol,mercedes_benz,no,28.33
41630,5000,limousine,manual,116,3er,125000,petrol,bmw,no,13.25
41631,45500,suv,automatic,211,gl,100000,diesel,mercedes_benz,no,7.83
41632,300,bus,manual,143,others,150000,petrol,opel,no,21.67
41635,12900,suv,automatic,185,xc_reihe,150000,diesel,volvo,no,11.08
41639,16900,limousine,manual,122,golf,20000,petrol,volkswagen,no,4.33
41641,1150,limousine,manual,75,2_reihe,150000,petrol,peugeot,no,19.42
41643,17200,station wagon,manual,105,golf,20000,petrol,volkswagen,no,4.42
41644,19990,small car,manual,102,one,5000,petrol,mini,no,3.92
41645,1999,station wagon,automatic,141,ptcruiser,125000,petrol,chrysler,no,18.67
41647,2000,station wagon,manual,193,5er,150000,petrol,bmw,yes,20.33
41648,7950,limousine,manual,120,a4,125000,petrol,audi,no,9.83
41649,8500,suv,manual,86,jimny,70000,petrol,suzuki,no,7.17
41651,2000,limousine,manual,105,golf,150000,petrol,volkswagen,no,16.58
41652,15120,suv,automatic,179,amarok,50000,diesel,volkswagen,no,4.17
41653,1450,small car,manual,75,corsa,150000,petrol,opel,no,17.17
41654,4850,suv,manual,108,grand,150000,diesel,suzuki,no,15.0
41656,16900,limousine,manual,160,golf,80000,petrol,volkswagen,no,8.33
41657,31000,bus,manual,179,transporter,70000,diesel,volkswagen,no,6.42
41658,8490,limousine,manual,101,focus,70000,petrol,ford,no,9.25
41659,3900,station wagon,manual,131,passat,150000,diesel,volkswagen,no,13.25
41661,9500,bus,manual,101,transporter,150000,diesel,volkswagen,no,18.5
41664,14200,coupe,manual,265,others,150000,petrol,audi,no,11.58
41669,22300,limousine,manual,220,golf,50000,petrol,volkswagen,no,5.67
41670,1400,coupe,manual,192,3er,150000,petrol,bmw,no,26.92
41671,3499,bus,automatic,77,touran,150000,diesel,volkswagen,no,15.0
41676,750,limousine,manual,60,corsa,150000,petrol,opel,no,19.0
41678,600,limousine,manual,150,5er,5000,petrol,bmw,no,27.58
41679,13950,station wagon,manual,177,i_reihe,70000,lpg,hyundai,no,6.58
41681,13400,limousine,manual,197,5er,150000,diesel,bmw,no,10.25
41682,2990,limousine,manual,105,golf,150000,petrol,volkswagen,no,15.5
41683,11600,bus,automatic,131,transporter,150000,diesel,volkswagen,no,9.67
41684,3100,limousine,manual,101,focus,100000,petrol,ford,no,14.75
41685,35500,station wagon,automatic,204,a6,50000,diesel,audi,no,6.33
41687,4950,bus,automatic,140,c4,150000,lpg,citroen,no,10.33
41688,4350,station wagon,manual,102,passat,150000,petrol,volkswagen,no,14.67
41690,8999,bus,manual,140,s_max,150000,diesel,ford,no,10.17
41692,9499,small car,manual,60,up,5000,petrol,volkswagen,no,3.33
41693,2500,station wagon,manual,150,a6,150000,diesel,audi,yes,19.58
41694,10999,bus,automatic,150,vito,150000,diesel,mercedes_benz,no,10.5
41695,21400,station wagon,manual,160,passat,40000,petrol,volkswagen,no,6.17
41696,2200,small car,manual,75,2_reihe,125000,petrol,peugeot,yes,12.42
41697,5990,cabrio,manual,135,megane,125000,petrol,renault,no,12.33
41699,5990,station wagon,manual,116,astra,125000,lpg,opel,no,8.75
41700,990,station wagon,manual,75,astra,150000,diesel,opel,no,15.08
41701,12850,station wagon,manual,170,exeo,100000,diesel,seat,no,9.0
41702,16500,coupe,automatic,224,others,150000,diesel,mercedes_benz,no,10.92
41703,4100,small car,automatic,84,fortwo,70000,petrol,smart,no,9.08
41704,1200,small car,manual,75,polo,150000,petrol,volkswagen,no,18.5
41705,7500,station wagon,manual,170,3er,150000,petrol,bmw,no,12.0
41706,20800,coupe,manual,179,a5,80000,petrol,audi,no,9.83
41709,15500,bus,manual,145,others,125000,diesel,renault,yes,8.33
41711,18000,station wagon,automatic,136,e_klasse,150000,diesel,mercedes_benz,no,7.5
41712,9500,suv,manual,116,qashqai,100000,petrol,nissan,no,9.58
41713,1000,small car,manual,98,clio,125000,petrol,renault,no,18.0
41714,12000,suv,automatic,232,q7,150000,diesel,audi,no,11.42
41715,5100,coupe,manual,224,tt,125000,petrol,audi,no,18.25
41717,1499,station wagon,manual,125,vectra,150000,diesel,opel,no,18.83
41719,3999,cabrio,manual,113,megane,125000,petrol,renault,no,14.92
41720,13600,limousine,automatic,109,a_klasse,30000,diesel,mercedes_benz,no,7.58
41721,1380,limousine,manual,125,c_klasse,150000,diesel,mercedes_benz,no,19.17
41723,10900,suv,manual,150,tiguan,100000,petrol,volkswagen,no,10.58
41724,1599,bus,manual,80,kangoo,150000,diesel,renault,no,17.33
41725,6500,coupe,manual,170,3er,150000,petrol,bmw,no,20.08
41726,13000,suv,automatic,239,q5,60000,diesel,audi,no,7.5
41728,6999,coupe,manual,136,others,150000,petrol,volkswagen,no,25.58
41729,650,small car,manual,54,polo,150000,petrol,volkswagen,no,23.25
41730,3200,limousine,automatic,105,golf,150000,diesel,volkswagen,no,10.58
41731,2999,station wagon,manual,163,a4,150000,diesel,audi,no,14.33
41732,2700,limousine,manual,80,a_klasse,150000,petrol,mercedes_benz,no,15.58
41733,38500,coupe,automatic,170,others,30000,petrol,bmw,no,49.92
41735,16150,suv,manual,150,tiguan,30000,petrol,volkswagen,no,7.33
41738,1650,limousine,automatic,116,primera,125000,petrol,nissan,no,16.83
41740,1300,small car,manual,75,golf,150000,lpg,volkswagen,yes,18.0
41747,3950,limousine,automatic,148,vectra,150000,petrol,opel,no,16.75
41749,20800,suv,automatic,224,m_klasse,150000,diesel,mercedes_benz,no,9.75
41750,2250,small car,manual,50,lupo,80000,petrol,volkswagen,no,15.92
41751,1200,limousine,manual,125,astra,150000,petrol,opel,no,17.25
41752,4900,limousine,manual,106,a3,150000,petrol,audi,no,14.08
41754,16950,coupe,manual,200,others,50000,petrol,peugeot,no,7.08
41755,2000,small car,manual,54,polo,125000,petrol,volkswagen,no,15.92
41756,1200,coupe,manual,116,calibra,125000,petrol,opel,no,24.58
41757,1750,limousine,manual,204,others,150000,petrol,opel,no,28.92
41759,700,small car,manual,58,twingo,150000,petrol,renault,no,18.33
41760,6750,station wagon,manual,140,passat,150000,diesel,volkswagen,no,12.75
41761,2300,bus,manual,65,kangoo,150000,diesel,renault,no,14.67
41762,2100,small car,manual,60,polo,150000,petrol,volkswagen,no,18.33
41764,8000,coupe,manual,116,astra,60000,petrol,opel,no,9.75
41765,4299,small car,manual,80,fusion,80000,petrol,ford,no,15.67
41767,4600,bus,manual,125,zafira,125000,petrol,opel,no,13.17
41768,1150,limousine,manual,101,focus,150000,petrol,ford,no,19.25
41771,5500,bus,manual,102,transporter,150000,diesel,volkswagen,no,21.67
41772,15900,coupe,automatic,305,mustang,80000,petrol,ford,no,13.58
41773,4990,station wagon,manual,179,a4,150000,diesel,audi,no,14.58
41774,2900,limousine,automatic,150,a6,150000,diesel,audi,no,19.75
41776,5400,others,manual,90,meriva,125000,petrol,opel,no,11.92
41778,950,station wagon,manual,114,scenic,150000,petrol,renault,no,21.92
41780,3000,small car,manual,75,corsa,60000,petrol,opel,no,15.92
41781,7999,cabrio,automatic,145,focus,125000,petrol,ford,no,11.67
41782,10500,station wagon,manual,150,passat,70000,petrol,volkswagen,no,14.58
41783,4000,limousine,manual,105,mx_reihe,125000,petrol,mazda,yes,14.25
41784,3000,bus,manual,109,c_max,150000,diesel,ford,no,13.92
41787,1000,limousine,automatic,101,a3,150000,petrol,audi,no,21.58
41788,6499,suv,manual,86,jimny,90000,petrol,suzuki,no,11.67
41789,1900,small car,manual,72,others,90000,petrol,chevrolet,no,10.17
41791,6700,limousine,manual,163,others,150000,diesel,volvo,no,11.33
41793,6449,limousine,manual,118,others,125000,petrol,mercedes_benz,no,33.0
41794,950,limousine,automatic,116,vectra,125000,petrol,opel,no,27.5
41795,12400,small car,manual,110,fabia,5000,petrol,skoda,no,2.17
41796,990,limousine,manual,75,golf,150000,petrol,volkswagen,no,22.67
41797,3990,small car,manual,80,corsa,125000,petrol,opel,no,9.58
41798,3550,bus,automatic,144,carnival,150000,diesel,kia,no,13.25
41799,5200,bus,automatic,109,c4,150000,diesel,citroen,no,10.42
41800,6200,coupe,automatic,170,clk,150000,diesel,mercedes_benz,yes,16.0
41801,23100,station wagon,automatic,204,a4,150000,diesel,audi,no,6.5
41802,5500,station wagon,manual,101,focus,150000,petrol,ford,no,10.17
41803,390,small car,manual,54,twingo,150000,petrol,renault,no,22.08
